# gunzip -c exp/tri1/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py data/lang_nosp 
# Started at Mon Jul 12 19:39:13 UTC 2021
#
At utterance begin, SIL accounts for 99.7% of phone occurrences, with duration (median, mean, 95-percentile) is (98,101.8,170) frames.
Overall, ʃ_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (10,9.7,15) frames.
Overall, p_I accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (8,10.2,28) frames.
Overall, ɔ_B accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.6,19) frames.
Overall, n_B accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (7,8.0,15) frames.
Overall, iː_S accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (9,11.3,33) frames.
The optional-silence phone SIL occupies 37.7% of frames overall 
Limiting the stats to the 65.2% of frames not covered by an utterance-[begin/end] phone, optional-silence SIL occupies 4.6% of frames.
Assuming 100 frames per second, the alignments represent 67.9 hours of data, or 42.3 hours if SIL frames are excluded.
Utterance-internal optional-silences SIL comprise 2.1% of utterance-internal phones, with duration (median, mean, 95-percentile) = (13,17.9,48)
# Accounting: time=0 threads=1
# Ended (code 0) at Mon Jul 12 19:39:13 UTC 2021, elapsed time 0 seconds
